DATEPLANTE,REPLACEMEN,Cultivar,Pub_Priv,Family,Genus,Deciduous,Species,Native_Sta,lat,long,Observe_17,StTp_17,LUse_17,DBH1_17,DBH2_17,Hgt_17,Wth_17,M_17,BSp_17,V_17,HERO2017,unique,NewTreeID,area,StTp_24,LUse_24,DBH1_24,DBH1H_24,DBH2_24,DBH2H_24,Hgt_24,Wth_24,BSp_24,M_24,V_24,Con_24,Crew_24,Date_24,DBH1H_17,DBH2H_17,commonName
5/18/23,No,Quercus bicolor,PRIVATE,Fagaceae,Quercus,Deciduous,Quercus bicolor,Native,882949,107617, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,974,4,OM,IND,1.3,44,0,0,8.6,4,No,Alive,1,Good,TH QCM,6/12/24,0,0,Swamp White Oak
5/18/23,No,Platanus x acerifolia EXCLAMATION! 'Morton Circle',PRIVATE,Platanaceae,Platanus,Deciduous,Platanus x acerifolia,Non Native,882956,107617, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,957,4,OM,IND,2,42,0,0,14.7,8,No,Alive,2,Fair,TH QCM,6/12/24,0,0,London Planetree
5/18/23,No,Crataegus viridis 'Winter King',PRIVATE,Rosaceae,Crataegus,Deciduous,Crataegus viridis,Non Native,882953,107629, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,959,4,OM,IND,1.9,46,0,0,10.6,6,Yes,Alive,1,Good,TH QCM,6/12/24,0,0,Green Hawthorn
5/18/23,No,Maclura pomifera 'White Shield',PRIVATE,Moraceae,Maclura,Deciduous,Maclura pomifera,Native,882946,107637, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,966,4,OM,IND,1.3,54,0,0,9,3.5,No,Alive,1,Good,TH QCM,6/12/24,0,0,Osage Orange
5/18/23,No,Platanus x acerifolia EXCLAMATION! 'Morton Circle',PRIVATE,Platanaceae,Platanus,Deciduous,Platanus x acerifolia,Non Native,882940,107642, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,955,4,OM,IND,2.2,35,0,0,14.3,7,Yes,Alive,3,Fair,TH QCM,6/12/24,0,0,London Planetree
5/18/23,No,Nyssa sylvatica,PRIVATE,Nyssaceae,Nyssa,Deciduous,Nyssa sylvatica,Native,882933,107649, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,967,4,OM,IND,1.9,54,0,0,10.9,7.5,No,Alive,1,Good,TH QCM,6/12/24,0,0,Black Tupelo
5/18/23, ,Crataegus viridis 'Winter King',PUBLIC,Rosaceae,Crataegus,Deciduous,Crataegus viridis,Non Native,883574,108664, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,196,8,SC,MFR,2.1,54,0,0,13,9.25,No,Alive,1,Good,JAJHKAEC,6/11/24,0,0,Green Hawthorn
5/18/23, ,Amelanchier laevis 'Cumulus',PUBLIC,Rosaceae,Amelanchier,Deciduous,Amelanchier laevis,Native,883505,108720, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,195,8,SC,MFR,2.1,49,0,0,13,6,No,Alive,1,Good,JAJHKAEC,6/11/24,0,0,Allegheny Serviceberry
5/25/23, ,Maclura pomifera 'White Shield',PUBLIC,Moraceae,Maclura,Deciduous,Maclura pomifera,Native,884321,109039, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,149,16,SC,SFR-A,1.4,54,0,0,10.3,4.25,Yes,Alive,1,Good,"JK, AN, EGB",6/5/24,0,0,Osage Orange
6/6/23, ,Zelkova serrata 'Musashino',PUBLIC,Ulmaceae,Zelkova,Deciduous,Zelkova serrata,Non Native,884629,109108, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,247,15,SC,IND,1.5,54,0,0,12.5,5.5,No,Alive,1,Good,NG QCM JRK,6/5/24,0,0,Japanese Zelkova
5/30/23, ,Liriodendron tulipifera 'Fastigiatum' ('Arnold'),PUBLIC,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,884616,109160, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,249,15,SC,MFR,1.5,21,0,0,9,3.5,Yes,Alive,1,Good,NG QCM JRK,6/5/24,0,0,Tulip Tree
6/6/23, ,Zelkova serrata 'Musashino',PUBLIC,Ulmaceae,Zelkova,Deciduous,Zelkova serrata,Non Native,884624,109120, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,250,15,SC,V,1.8,25,0,0,9.5,6,No,Alive,1,Good,NG QCM JRK,6/5/24,0,0,Japanese Zelkova
6/6/23, ,Quercus x warei REGAL PRINCE 'Long',PUBLIC,Fagaceae,Quercus,Deciduous,Quercus x warei,Non Native,884616,109149, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,248,15,SC,MFR,1.3,54,0,0,9.6,4,No,Alive,1,Good,NG QCM JRK,6/5/24,0,0,Regal Prince Oak
6/9/23, ,Zelkova serrata 'Musashino',PUBLIC,Ulmaceae,Zelkova,Deciduous,Zelkova serrata,Non Native,885156,108387, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,259,22,SC,MFR,2,54,0,0,14.8,6.5,No,Alive,1,Good,"QCM, TH, EGB",6/3/24,0,0,Japanese Zelkova
6/9/23, ,Ulmus parvifolia 'Frontier',PUBLIC,Ulmaceae,Ulmus,Deciduous,Ulmus parvifolia,Non Native,885149,108398, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,258,22,SC,COMM,1.6,54,0,0,17,6,No,Alive,1,Good,"QCM, TH, EGB",6/3/24,0,0,Chinese Elm
6/9/23, ,Ulmus parvifolia 'Frontier',PUBLIC,Ulmaceae,Ulmus,Deciduous,Ulmus parvifolia,Non Native,885135,108416, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,255,22,SC,COMM,1.9,54,0,0,13.5,4.5,No,Alive,2,Good,"QCM, TH, EGB",6/3/24,0,0,Chinese Elm
6/9/23, ,Ulmus parvifolia 'Frontier',PUBLIC,Ulmaceae,Ulmus,Deciduous,Ulmus parvifolia,Non Native,885145,108404, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,257,22,SC,COMM,1.6,54,0,0,18.4,4.5,No,Alive,1,Good,"QCM, TH, EGB",6/3/24,0,0,Chinese Elm
6/9/23, ,Ulmus parvifolia 'Frontier',PUBLIC,Ulmaceae,Ulmus,Deciduous,Ulmus parvifolia,Non Native,885140,108410, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,256,22,SC,COMM,1.7,54,0,0,11.8,5.5,No,Alive,2,Good,"QCM, TH, EGB",6/3/24,0,0,Chinese Elm
6/13/23, ,Tilia americana 'Redmond',PUBLIC,Malvaceae,Tilia,Deciduous,Tilia americana,Native,885043,108284, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,320,22,SC,MFR,1,54,0,0,8.5,4,Yes,Alive,1,Good,TH EGB QCM,6/3/24,0,0,American Basswood
6/16/23, ,Amelanchier x grandiflora 'Autumn Brilliance',PUBLIC,Rosaceae,Amelanchier,Deciduous,Amelanchier x grandiflora,Native,884544,109111, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,95,15, , ,1.1,54,0,0,10,4.5,Yes,Alive,2,Good,NG QCM JRK,6/5/24,0,0,Apple Serviceberry
6/20/23, ,Koelreuteria paniculata GOLDEN CANDLE 'Golcanzam',PUBLIC,Sapindaceae,Koelreuteria,Deciduous,Koelreuteria paniculata,Non Native,884634,109101, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,252,15,SC,IND,1.4,12,0,0,8,4.5,No,Alive,1,Good,NG QCM JRK,6/5/24,0,0,Goldenrain Tree
6/22/23, ,Crataegus viridis 'Winter King',PUBLIC,Rosaceae,Crataegus,Deciduous,Crataegus viridis,Non Native,885048,108369, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,429,22,SC,MFR,1.2,46,0,0,11.1,3.5,Yes,Alive,1,Good,"QCM, TH, EGB",6/3/24,0,0,Green Hawthorn
6/22/23, ,Quercus bicolor,PUBLIC,Fagaceae,Quercus,Deciduous,Quercus bicolor,Native,885036,108361, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,430,22,SC,MFR,1.9,54,0,0,11.5,5.5,Yes,Alive,1,Good,"QCM, TH, EGB",6/3/24,0,0,Swamp White Oak
6/23/23, ,Tilia americana 'Redmond',PRIVATE,Malvaceae,Tilia,Deciduous,Tilia americana,Native,883575,106982, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,1010,6,MP,INST,1.9,54,0,0,10,4.75,Yes,Alive,1,Good,"AN,EGB,NG",6/7/24,0,0,American Basswood
6/23/23, ,Quercus bicolor,PRIVATE,Fagaceae,Quercus,Deciduous,Quercus bicolor,Native,883588,106985, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,1011,6,MP,INST,1.7,54,0,0,12,6.5,Yes,Alive,1,Good,"AN,EGB,NG",6/7/24,0,0,Swamp White Oak
6/23/23, ,Tilia americana 'Redmond',PRIVATE,Malvaceae,Tilia,Deciduous,Tilia americana,Native,883600,106988, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,1012,6,MP,INST,1.7,54,0,0,10,4.5,No,Alive,2,Good,"AN,EGB,NG",6/7/24,0,0,American Basswood
6/23/23, ,Quercus bicolor,PRIVATE,Fagaceae,Quercus,Deciduous,Quercus bicolor,Native,883612,106991, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,1013,6,MP,INST,1.9,54,0,0,10,3.9,No,Alive,4,Poor,"AN,EGB,NG",6/7/24,0,0,Swamp White Oak
6/26/23,Yes,Cladrastis kentukea,PRIVATE,Fabaceae,Cladrastis,Deciduous,Cladrastis kentukea,Native,884388,109291, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,882,16,BY,SFR-A,0.8,54,0,0,10,6.75,No,Alive,1,Fair,AN QNK JRK,6/7/24,0,0,American Yellowwood
7/10/23,No,Liquidambar styraciflua 'Slender Silhouette',PUBLIC,Altingiaceae,Liquidambar,Deciduous,Liquidambar styraciflua,Native,885117,108441, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,254,22,SC,MFR,1,25,0,0,6.9,2,No,Alive,1,Good,"QCM, TH, EGB",6/3/24,0,0,American Sweetgum
6/28/23,No,Liquidambar styraciflua 'Slender Silhouette',PUBLIC,Altingiaceae,Liquidambar,Deciduous,Liquidambar styraciflua,Native,885109,108451, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,253,22,SC,MFR,1.3,25,0,0,9,2.5,No,Alive,1,Good,"QCM, TH, EGB",6/3/24,0,0,American Sweetgum
9/6/23,Yes,Amelanchier laevis 'Cumulus',PRIVATE,Rosaceae,Amelanchier,Deciduous,Amelanchier laevis,Native,882984,107566, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,979,4,OM,IND,1.9,38,0,0,11.1,4.5,No,Alive,1,Good,TH QCM,6/12/24,0,0,Allegheny Serviceberry
9/18/23,No,Eucommia ulmoides,PUBLIC,Eucommiaceae,Eucommia,Deciduous,Eucommia ulmoides,Non Native,884658,109199, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,192,15,SP,V,1,32,0,0,10.5,2,No,Alive,1,Good,NG QCM JRK,6/5/24,0,0,Hardy Rubber Tree
9/18/23,No,Zelkova serrata 'Green Vase',PUBLIC,Ulmaceae,Zelkova,Deciduous,Zelkova serrata,Non Native,884642,109200, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,191,15,SP,V,1.2,54,0,0,10.5,6.5,No,Alive,2,Good,NG QCM JRK,6/5/24,0,0,Japanese Zelkova
9/20/23,No,Zelkova serrata 'Green Vase',PUBLIC,Ulmaceae,Zelkova,Deciduous,Zelkova serrata,Non Native,884650,109199, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,193,15,SP,V,1.5,50,0,0,10,6.5,No,Alive,2,Good,NG QCM JRK,6/5/24,0,0,Japanese Zelkova
9/29/23, ,Tilia cordata GREENSPIRE 'PNI 6025',PUBLIC,Malvaceae,Tilia,Deciduous,Tilia cordata,Non Native,885105,108819, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,425,20,MP,MP,1.7,54,0,0,12,6,No,Alive,1,Fair,JA_JRK_JHK,6/3/24,0,0,Littleleaf Linden
10/13/23,Yes,Maackia amurensis,PRIVATE,Fabaceae,Maackia,Deciduous,Maackia amurensis,Non Native,884360,109284, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,886,16,BY,SFR-A,0.7,48,0,0,8,3.5,No,Alive,2,Good,AN QNK JRK,6/7/24,0,0,Amur Maackia
10/13/23,Yes,Maackia amurensis,PRIVATE,Fabaceae,Maackia,Deciduous,Maackia amurensis,Non Native,884350,109281, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,891,16,BY,SFR-A,0.7,54,0,0,8,3,No,Alive,3,Good,AN QNK JRK,6/7/24,0,0,Amur Maackia
10/13/23, ,Cercis canadensis,PRIVATE,Fabaceae,Cercis,Deciduous,Cercis canadensis,Native,884366,109259, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,888,16,FY,SFR-A,1.1,31,0,0,8.3,6,No,Alive,1,Good,"JK, AN, EGB",6/5/24,0,0,Eastern Redbud
10/17/23,No,Cornus kousa,PRIVATE,Cornaceae,Cornus,Deciduous,Cornus kousa,Non Native,884370,109207, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,884,16,BY,SFR-A,0,0,0,0,0,0, ,Alive, , ,AN QNK JRK,6/7/24,0,0,Kousa Dogwood
9/13/18,YES,Nyssa sylvatica GUM DROP 'JFS-PN1 Legacy1',PRIVATE,Nyssaceae,Nyssa,Deciduous,Nyssa sylvatica,Native,882768,107281, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,932,2,BY,SFR-D,0,0,0,0,0,0, ,Removed, , ,TH QCM,6/12/24,0,0,Black Tupelo
10/16/18,YES,Carpinus betulus 'Frans Fontaine',PUBLIC,Betulaceae,Carpinus,Deciduous,Carpinus betulus,Non Native,885132,108803, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,295,20,MP,MP,0,0,0,0,0,0,No,Removed, , ,JA_JRK_JHK,6/3/24,0,0,European Hornbeam
10/23/18, ,Oxydendrum arboreum,PRIVATE,Ericaceae,Oxydendrum,Deciduous,Oxydendrum arboreum,Non Native,884445,108818, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,912,17,OM,COMM,0,0,0,0,0,0, ,Removed, , ,KS TH ML,6/5/24,0,0,Sourwood
11/3/18,YES,Quercus rubra,PRIVATE,Fagaceae,Quercus,Deciduous,Quercus rubra,Native,884176,108999, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,1056,16,OM,INST,0,0,0,0,0,0, ,Removed, , ,"AN, EGB, JK",6/5/24,0,0,Northern Red Oak
11/3/18,YES,Stewartia pseudocamellia,PRIVATE,Theaceae,Stewartia,Deciduous,Stewartia pseudocamellia,Non Native,884101,109054, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,1057,16,SP,IND,0,0,0,0,0,0, ,Removed, , ,"EGB, AN, JK",6/5/24,0,0,Japanese Stewartia
11/14/18, ,Acer rubrum 'Bowhall',PRIVATE,Sapindaceae,Acer,Deciduous,Acer rubrum,Native,883558,106793, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,943,6,BY,SFR-D,0,0,0,0,0,0, ,Removed, , ,AC EGBNG,6/7/24,0,0,Red Maple
11/14/18, ,Acer rubrum 'Bowhall',PRIVATE,Sapindaceae,Acer,Deciduous,Acer rubrum,Native,883557,106787, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,940,6,BY,SFR-D,0,0,0,0,0,0, ,Removed, , ,"NG, AN, EGB",6/7/24,0,0,Red Maple
11/14/18, ,Acer rubrum 'Bowhall',PRIVATE,Sapindaceae,Acer,Deciduous,Acer rubrum,Native,883558,106790, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,941,6,BY,SFR-D,0,0,0,0,0,0, ,Removed, , ,ACEGBNG,6/7/24,0,0,Red Maple
10/11/18,YES,Liriodendron tulipifera 'Fastigiatum' ('Arnold'),PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,882783,107505, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,944,4,SP,TR,0,0,0,0,0,0, ,Removed, , ,AN ML,6/12/24,0,0,Tulip Tree
10/12/18,YES,Liriodendron tulipifera 'Fastigiatum' ('Arnold'),PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,882785,107510, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,945,4,SP,TR,0,0,0,0,0,0, ,Removed, , ,ML AN,6/12/24,0,0,Tulip Tree
10/11/18, ,Liriodendron tulipifera 'Fastigiatum' ('Arnold'),PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,882779,107485, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,952,4,SP,TR,0,0,0,0,0,0, ,Removed, , ,ML AN,6/12/24,0,0,Tulip Tree
10/11/18,YES,Liriodendron tulipifera 'Fastigiatum' ('Arnold'),PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,882780,107491, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,946,4,SP,TR,0,0,0,0,0,0, ,Removed, , ,AN ML,6/12/24,0,0,Tulip Tree
5/18/16, ,Prunus salicina,PRIVATE,Rosaceae,Prunus,Deciduous,Prunus salicina,Non Native,883228,106826, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,626,5,FY,SFR-D,0,0,0,0,0,0, ,Removed, , ,ACACJRK,6/10/24,0,0,Japanese Plum
6/10/16, ,Styrax japonicus,PRIVATE,Styracaceae,Styrax,Deciduous,Styrax japonicus,Non Native,883248,107104, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,544,5,FY,MFR,0,0,0,0,0,0, ,Removed, , ,ACACJRK,6/10/24,0,0,Japanese Snowbell
5/26/16, ,Liriodendron tulipifera 'Fastigiatum' ('Arnold'),PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,884382,107798, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,659,11,BY,SFR-A,0,0,0,0,0,0, ,Removed, , ,EGB QCN TH,6/10/24,0,0,Tulip Tree
5/26/16, ,Liriodendron tulipifera 'Fastigiatum' ('Arnold'),PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,884379,107802, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,661,11,BY,SFR-A,0,0,0,0,0,0, ,Removed, , ,EGB QCN TH,6/10/24,0,0,Tulip Tree
5/26/16, ,Acer x freemanii 'Armstrong',PRIVATE,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884378,107804, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,662,11,BY,SFR-A,0,0,0,0,0,0, ,Removed, , ,EGB QCN TH,6/10/24,0,0,Freeman Maple
5/26/16, ,Liriodendron tulipifera 'Fastigiatum' ('Arnold'),PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,884376,107805, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,657,11,BY,SFR-A,0,0,0,0,0,0, ,Removed, , ,EGB QCN TH,6/10/24,0,0,Tulip Tree
5/26/16, ,Acer x freemanii 'Armstrong',PRIVATE,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884375,107807, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,654,11,BY,SFR-A,0,0,0,0,0,0, ,Removed, , ,EGB QCN TH,6/10/24,0,0,Freeman Maple
5/31/16, ,Amelanchier spp.,PRIVATE,Rosaceae,Amelanchier,Deciduous,Amelanchier spp.,Native,884387,107782, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,658,11,FY,SFR-A,0,0,0,0,0,0, ,Removed, , ,EGB QCN TH,6/10/24,0,0,Serviceberry
6/2/16, ,"Fagus sylvatica 'Dawyck' ('Dawyckii', 'Fastigiata')",PRIVATE,Fagaceae,Fagus,Deciduous,Fagus sylvatica,Non Native,884694,107909, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,588,19,SY,MFR,0,0,0,0,0,0, ,Removed, , ,EGB QCM TH,6/10/24,0,0,European Beech
6/1/16, ,"Fagus sylvatica 'Dawyck' ('Dawyckii', 'Fastigiata')",PRIVATE,Fagaceae,Fagus,Deciduous,Fagus sylvatica,Non Native,884599,107883, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,646,19,SY,SFR-D,0,0,0,0,0,0, ,Removed, , ,EGB QCM TH,6/10/24,0,0,European Beech
6/1/16, ,"Fagus sylvatica 'Dawyck' ('Dawyckii', 'Fastigiata')",PRIVATE,Fagaceae,Fagus,Deciduous,Fagus sylvatica,Non Native,884596,107887, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,649,19,SY,SFR-D,0,0,0,0,0,0, ,Removed, , ,"QCM, TH, EGB",6/10/24,0,0,European Beech
6/3/16, ,Cercis canadensis,PRIVATE,Fabaceae,Cercis,Deciduous,Cercis canadensis,Native,882774,107226, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,574,2,FY,SFR-D,0,0,0,0,0,0, ,Removed, , ,AN ML,6/12/24,0,0,Eastern Redbud
5/10/16, ,Zelkova serrata 'Musashino',PRIVATE,Ulmaceae,Zelkova,Deciduous,Zelkova serrata,Non Native,882776,107476, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,844,4,SP,TR,0,0,0,0,0,0, ,Removed, , ,AN ML,6/12/24,0,0,Japanese Zelkova
5/10/16, ,Zelkova serrata 'Musashino',PRIVATE,Ulmaceae,Zelkova,Deciduous,Zelkova serrata,Non Native,882784,107511, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,845,4,SP,TR,0,0,0,0,0,0, ,Removed, , ,AN ML,6/12/24,0,0,Japanese Zelkova
5/10/16, ,Liriodendron tulipifera 'Fastigiatum' ('Arnold'),PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,882786,107518, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,829,4,SP,TR,0,0,0,0,0,0, ,Removed, , ,AN ML,6/12/24,0,0,Tulip Tree
5/10/16, ,Carpinus betulus 'Fastigiata' ('Pyramidalis'),PRIVATE,Betulaceae,Carpinus,Deciduous,Carpinus betulus,Non Native,882781,107499, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,840,4,SP,TR,0,0,0,0,0,0, ,Removed, , ,AN ML,6/12/24,0,0,European Hornbeam
5/13/16, ,Malus spp.,PRIVATE,Rosaceae,Malus,Deciduous,Malus spp.,Non Native,882850,107411, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,828,4,OM,IND,4.6,27,0,0,15,16,Yes,Removed,1,Good,JAJHKAEC,6/12/24,0,0,Apple
6/2/16, ,Nyssa sylvatica,PRIVATE,Nyssaceae,Nyssa,Deciduous,Nyssa sylvatica,Native,884134,108552, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,455,17,OM,INST,0,0,0,0,0,0, ,Removed, , ,TH JHK AEC,6/7/24,0,0,Black Tupelo
4/28/16, ,Liriodendron tulipifera,PUBLIC,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,884394,107779, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,49,11,SP,SFR-A,0,0,0,0,0,0, ,Removed, , ,"QCM, TH, EGB",6/10/24,0,0,Tulip Tree
4/27/16, ,Liriodendron tulipifera,PUBLIC,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,883298,108296, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,228,8,SC,IND,0,0,0,0,0,0, ,Removed, , ,JAJHKAEC,6/11/24,0,0,Tulip Tree
5/3/16, ,Tilia cordata,PUBLIC,Malvaceae,Tilia,Deciduous,Tilia cordata,Non Native,883290,108303, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,227,8,SC,IND,0,0,0,0,0,0, ,Removed, , ,JAJHKAEC,6/11/24,0,0,Littleleaf Linden
4/27/16, ,Liriodendron tulipifera,PUBLIC,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,883283,108309, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,229,8,SC,IND,0,0,0,0,0,0, ,Removed, , ,JAJHKAEC,6/11/24,0,0,Tulip Tree
6/2/16, ,Styrax japonicus,PRIVATE,Styracaceae,Styrax,Deciduous,Styrax japonicus,Non Native,884255,107731, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,663,11,BY,MFR,0,0,0,0,0,0, ,Removed, , ,ML TH JRK,6/11/24,0,0,Japanese Snowbell
6/1/16,Yes,Tilia cordata,PUBLIC,Malvaceae,Tilia,Deciduous,Tilia cordata,Non Native,884394,107779, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,48,11,SP,SFR-A,0,0,0,0,0,0, ,Removed, , ,"QCM, TH, EGB",6/10/24,0,0,Littleleaf Linden
4/15/15, ,Tilia cordata,PUBLIC,Malvaceae,Tilia,Deciduous,Tilia cordata,Non Native,884713,108000, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,21,24,SP,INST,0,0,0,0,0,0, ,Removed, , ,KSANAC,6/3/24,0,0,Littleleaf Linden
4/15/15, ,Tilia cordata,PUBLIC,Malvaceae,Tilia,Deciduous,Tilia cordata,Non Native,884737,107952, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,22,24,SP,INST,0,0,0,0,0,0, ,Removed, , , ,6/3/24,0,0,Littleleaf Linden
4/30/15, ,Prunus x yedoensis,PRIVATE,Rosaceae,Prunus,Deciduous,Prunus x yedoensis,Non Native,884436,108251, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,680,18,OM,INST,0,0,0,0,0,0, ,Removed, , ,TH JHK AEC,6/7/24,0,0,Yoshino Cherry
5/14/15, ,Liquidambar styraciflua,PRIVATE,Altingiaceae,Liquidambar,Deciduous,Liquidambar styraciflua,Native,883529,108126, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,751,10,OM,IND,0,0,0,0,0,0, ,Removed, , ,An,6/10/24,0,0,American Sweetgum
6/1/15, ,Tilia tomentosa,PRIVATE,Malvaceae,Tilia,Deciduous,Tilia tomentosa,Non Native,883709,109190, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,785,14,SP,IND,0,0,0,0,0,0, ,Removed, , ,ML JA,6/10/24,0,0,Silver Linden
6/1/15, ,Liriodendron tulipifera,PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,883650,109249, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,784,14,OM,IND,0,0,0,0,0,0, ,Removed, , ,ML JA,6/10/24,0,0,Tulip Tree
6/1/15, ,Ginkgo biloba,PRIVATE,Ginkgoaceae,Ginkgo,Deciduous,Ginkgo biloba,Non Native,883643,109241, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,786,14,OM,IND,0,0,0,0,0,0, ,Removed, , ,ML JA,6/10/24,0,0,Ginkgo
6/1/15, ,Amelanchier canadensis,PRIVATE,Rosaceae,Amelanchier,Deciduous,Amelanchier canadensis,Native,884548,109461, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,731,15,SY,MFR,0,0,0,0,0,0, ,Removed, , ,KSMLJA,6/7/24,0,0,Canadian Serviceberry
6/2/15, ,Acer rubrum,PRIVATE,Sapindaceae,Acer,Deciduous,Acer rubrum,Native,882824,106715, ,NA,NA,0,NA,0,0,NA,NA,0,0,1,650,3,FY,SFR-D,0,0,0,0,0,0, ,Removed, , ,ML AN,6/12/24,0,0,Red Maple
